student,course,activity,room,day,time
Rosali Heikoop,Netwerken en systeembeveiliging,p1,A1.04,ma,15
Rosali Heikoop,Programmeren in Java 2,p1,A1.10,ma,9
Rosali Heikoop,Software engineering,h1,A1.04,ma,13
Rosali Heikoop,Software engineering,w1,A1.10,vr,15
Rosali Heikoop,Software engineering,p1,B0.201,vr,11
Mahmud Heller,Data Mining,p1,C1.112,wo,9
Mahmud Heller,Data Mining,h1,C0.110,ma,11
Mahmud Heller,Data Mining,h2,C0.110,do,9
Mahmud Heller,Data Mining,w1,A1.06,do,11
Mahmud Heller,Reflectie op de digitale cultuur,h1,A1.08,di,13
Mahmud Heller,Reflectie op de digitale cultuur,h2,C0.110,di,11
Mahmud Heller,Reflectie op de digitale cultuur,w1,A1.10,do,13
Sergio Hijdra,Calculus 2,h1,C0.110,do,13
Sergio Hijdra,Calculus 2,w1,C1.112,wo,13
Sergio Hijdra,Interactie-ontwerp,h1,A1.04,di,13
Sergio Hijdra,Interactie-ontwerp,h2,A1.10,ma,11
Bo Hilhorst,Autonomous Agents 2,h1,B0.201,do,11
Bo Hilhorst,Autonomous Agents 2,h2,A1.04,di,9
Bo Hilhorst,Autonomous Agents 2,w1,A1.04,do,9
Bo Hilhorst,Autonomous Agents 2,p1,A1.04,ma,11
Bo Hilhorst,Lineaire Algebra,h2,C1.112,di,9
Bo Hilhorst,Lineaire Algebra,h1,B0.201,do,15
Dana Hoeksema,Architectuur en computerorganisatie,h1,A1.06,wo,15
Dana Hoeksema,Architectuur en computerorganisatie,h2,A1.06,do,9
Dana Hoeksema,Compilerbouw,h1,A1.06,wo,13
Dana Hoeksema,Compilerbouw,h2,A1.08,wo,11
Dana Hoeksema,Compilerbouw,w1,B0.201,di,13
Dana Hoeksema,Compilerbouw,p1,A1.06,vr,13
Dana Hoeksema,Machine Learning,h1,A1.08,di,11
Dana Hoeksema,Machine Learning,h2,C1.112,do,11
Sverre Hoenderdos,Analysemethoden en -technieken,h1,A1.10,wo,15
Anne-Jet Hofman,Webprogrammeren en databases,h1,C0.110,di,13
Anne-Jet Hofman,Webprogrammeren en databases,h2,C1.112,vr,11
Anne-Jet Hofman,Webprogrammeren en databases,w1,B0.201,ma,11
Anne-Jet Hofman,Webprogrammeren en databases,p1,A1.06,vr,9
Johanne Holstein,Compilerbouw practicum,p1,A1.04,wo,13
Johanne Holstein,Netwerken en systeembeveiliging,p1,C0.110,vr,13
Nesrin Holt,Databases 2,h1,C0.110,ma,15
Nesrin Holt,Databases 2,w1,A1.10,di,11
Nesrin Holt,Project Genetic Algorithms,p1,A1.06,do,15
Florus Holtkamp,Analysemethoden en -technieken,h1,A1.10,wo,15
Florus Holtkamp,Programmeren in Java 2,p1,B0.201,ma,9
Christal Hoogerbrugge,Architectuur en computerorganisatie,h1,A1.06,wo,15
Christal Hoogerbrugge,Architectuur en computerorganisatie,h2,A1.06,do,9
Christal Hoogerbrugge,Software engineering,h1,A1.04,ma,13
Christal Hoogerbrugge,Software engineering,w1,A1.10,vr,15
Christal Hoogerbrugge,Software engineering,p1,B0.201,vr,11
Christal Hoogerbrugge,Webprogrammeren en databases,h1,C0.110,di,13
Christal Hoogerbrugge,Webprogrammeren en databases,h2,C1.112,vr,11
Christal Hoogerbrugge,Webprogrammeren en databases,w1,B0.201,ma,11
Christal Hoogerbrugge,Webprogrammeren en databases,p1,A1.06,vr,9
Esmee Hooijmaijers,Autonomous Agents 2,h1,B0.201,do,11
Esmee Hooijmaijers,Autonomous Agents 2,h2,A1.04,di,9
Esmee Hooijmaijers,Autonomous Agents 2,w1,A1.08,wo,9
Esmee Hooijmaijers,Autonomous Agents 2,p1,A1.04,ma,11
Esmee Hooijmaijers,Project Numerical Recipes,p1,A1.10,ma,15
Esmee Hooijmaijers,Software engineering,h1,A1.04,ma,13
Esmee Hooijmaijers,Software engineering,w1,A1.10,vr,15
Esmee Hooijmaijers,Software engineering,p1,A1.04,do,11
Michal Hooiveld,Data Mining,p1,C1.112,wo,9
Michal Hooiveld,Data Mining,h1,C0.110,ma,11
Michal Hooiveld,Data Mining,h2,C0.110,do,9
Michal Hooiveld,Data Mining,w1,A1.08,vr,13
Catherine Hoornstra,Architectuur en computerorganisatie,h1,A1.06,wo,15
Catherine Hoornstra,Architectuur en computerorganisatie,h2,A1.06,do,9
Catherine Hoornstra,Calculus 2,h1,C0.110,do,13
Catherine Hoornstra,Calculus 2,w1,C0.110,ma,13
Catherine Hoornstra,Lineaire Algebra,h2,C1.112,di,9
Catherine Hoornstra,Lineaire Algebra,h1,B0.201,do,15
Catherine Hoornstra,Technology for games,h1,A1.06,ma,9
Catherine Hoornstra,Technology for games,h2,A1.04,di,11
Catherine Hoornstra,Technology for games,w1,A1.08,ma,11
Tea Horstink,Compilerbouw,h1,A1.06,wo,13
Tea Horstink,Compilerbouw,h2,A1.08,wo,11
Tea Horstink,Compilerbouw,w1,B0.201,di,13
Tea Horstink,Compilerbouw,p1,A1.06,vr,13
Tea Horstink,Programmeren in Java 2,p1,B0.201,ma,9
Wichard Hospers,Collectieve Intelligentie,h1,B0.201,do,13
Wichard Hospers,Collectieve Intelligentie,h2,C1.112,do,15
Wichard Hospers,Collectieve Intelligentie,h3,C0.110,vr,11
Wichard Hospers,Collectieve Intelligentie,w1,A1.06,di,13
Wichard Hospers,Collectieve Intelligentie,p1,C1.112,di,11
Wichard Hospers,Lineaire Algebra,h2,C1.112,di,9
Wichard Hospers,Lineaire Algebra,h1,B0.201,do,15
Wichard Hospers,Programmeren in Java 2,p1,A1.10,ma,9
Kyra Huibers,Webprogrammeren en databases,h1,C0.110,di,13
Kyra Huibers,Webprogrammeren en databases,h2,C1.112,vr,11
Kyra Huibers,Webprogrammeren en databases,w1,B0.201,ma,11
Kyra Huibers,Webprogrammeren en databases,p1,A1.06,vr,9
Paulette Hunting,Bioinformatica,h1,C0.110,ma,9
Paulette Hunting,Bioinformatica,h2,C1.112,di,13
Paulette Hunting,Bioinformatica,h3,A1.04,wo,15
Paulette Hunting,Bioinformatica,w1,A1.04,ma,9
Paulette Hunting,Bioinformatica,p1,C0.110,vr,17
Paulette Hunting,Reflectie op de digitale cultuur,h1,A1.08,di,13
Paulette Hunting,Reflectie op de digitale cultuur,h2,C0.110,di,11
Paulette Hunting,Reflectie op de digitale cultuur,w1,A1.10,vr,11
Ytje Hup,Heuristieken 1,h1,B0.201,wo,15
Ytje Hup,Heuristieken 1,w1,A1.08,vr,15
Frederic IJkema,Algoritmen en complexiteit,h1,A1.10,vr,9
Frederic IJkema,Algoritmen en complexiteit,w1,C0.110,wo,11
Frederic IJkema,Algoritmen en complexiteit,p1,A1.08,do,13
Frederic IJkema,Moderne Databases,h1,A1.10,vr,13
Frederic IJkema,Moderne Databases,w1,A1.08,di,15
Frederic IJkema,Moderne Databases,p1,A1.10,do,11
Frederic IJkema,Software engineering,h1,A1.04,ma,13
Frederic IJkema,Software engineering,w1,B0.201,vr,13
Frederic IJkema,Software engineering,p1,B0.201,vr,11
Marnik Imthorn,Programmeren in Java 2,p1,B0.201,ma,9
Marnik Imthorn,Zoeken sturen en bewegen,p1,C1.112,ma,13
Geartsje Jackson,Heuristieken 1,h1,B0.201,wo,15
Geartsje Jackson,Heuristieken 1,w1,A1.08,vr,15
Rino Jacob,Kansrekenen 2,h1,A1.08,do,11
Rino Jacob,Kansrekenen 2,h2,A1.04,vr,15
Faya Jagersma,Calculus 2,h1,C0.110,do,13
Faya Jagersma,Calculus 2,w1,C0.110,ma,13
Faya Jagersma,Databases 2,h1,C0.110,ma,15
Faya Jagersma,Databases 2,w1,A1.10,di,11
Faya Jagersma,Project Numerical Recipes,p1,B0.201,wo,9
Paulo Jak,Databases 2,h1,C0.110,ma,15
Paulo Jak,Databases 2,w1,A1.10,di,11
Owen Jama,Bioinformatica,h1,C0.110,ma,9
Owen Jama,Bioinformatica,h2,C1.112,di,13
Owen Jama,Bioinformatica,h3,A1.04,wo,15
Owen Jama,Bioinformatica,w1,A1.04,do,13
Owen Jama,Bioinformatica,p1,C0.110,vr,17
Owen Jama,Zoeken sturen en bewegen,p1,B0.201,di,15
Le Janga,Compilerbouw,h1,A1.06,wo,13
Le Janga,Compilerbouw,h2,A1.08,wo,11
Le Janga,Compilerbouw,w1,A1.06,di,15
Le Janga,Compilerbouw,p1,C0.110,ma,17
Le Janga,Heuristieken 2,h1,A1.04,wo,11
Le Janga,Heuristieken 2,w1,B0.201,do,9
Le Janga,Kansrekenen 2,h1,A1.08,do,11
Le Janga,Kansrekenen 2,h2,A1.04,vr,15
Le Janga,Reflectie op de digitale cultuur,h1,A1.08,di,13
Le Janga,Reflectie op de digitale cultuur,h2,C0.110,di,11
Le Janga,Reflectie op de digitale cultuur,w1,A1.10,vr,11
Kyan Jankie,Data Mining,p1,A1.10,ma,13
Kyan Jankie,Data Mining,h1,C0.110,ma,11
Kyan Jankie,Data Mining,h2,C0.110,do,9
Kyan Jankie,Data Mining,w1,A1.08,vr,13
Kyan Jankie,Heuristieken 1,h1,B0.201,wo,15
Kyan Jankie,Heuristieken 1,w1,A1.08,vr,15
Nikolas Jansema,Technology for games,h1,A1.06,ma,9
Nikolas Jansema,Technology for games,h2,A1.04,di,11
Nikolas Jansema,Technology for games,w1,A1.08,ma,11
Tamar Jongbloed,Kansrekenen 2,h1,A1.08,do,11
Tamar Jongbloed,Kansrekenen 2,h2,A1.04,vr,15
Tamar Jongbloed,Machine Learning,h1,A1.08,di,11
Tamar Jongbloed,Machine Learning,h2,C1.112,do,11
Tamar Jongbloed,Programmeren in Java 2,p1,A1.10,ma,9
Tamar Jongbloed,Project Genetic Algorithms,p1,A1.06,ma,13
Tamar Jongbloed,Software engineering,h1,A1.04,ma,13
Tamar Jongbloed,Software engineering,w1,B0.201,vr,13
Tamar Jongbloed,Software engineering,p1,B0.201,vr,11
Jenske Jongejan,Algoritmen en complexiteit,h1,A1.10,vr,9
Jenske Jongejan,Algoritmen en complexiteit,w1,C1.112,do,9
Jenske Jongejan,Algoritmen en complexiteit,p1,A1.08,do,13
Jenske Jongejan,Calculus 2,h1,C0.110,do,13
Jenske Jongejan,Calculus 2,w1,C0.110,ma,13
Jenske Jongejan,Collectieve Intelligentie,h1,B0.201,do,13
Jenske Jongejan,Collectieve Intelligentie,h2,C1.112,do,15
Jenske Jongejan,Collectieve Intelligentie,h3,C0.110,vr,11
Jenske Jongejan,Collectieve Intelligentie,w1,A1.06,di,9
Jenske Jongejan,Collectieve Intelligentie,p1,C0.110,wo,17
Jenske Jongejan,Programmeren in Java 2,p1,B0.201,ma,9
Aradhna Jonkergouw,Technology for games,h1,A1.06,ma,9
Aradhna Jonkergouw,Technology for games,h2,A1.04,di,11
Aradhna Jonkergouw,Technology for games,w1,A1.10,wo,13
Gerritjan Joris,Calculus 2,h1,C0.110,do,13
Gerritjan Joris,Calculus 2,w1,C0.110,vr,15
Gerritjan Joris,Informatie- en organisatieontwerp,h2,A1.06,do,13
Gerritjan Joris,Informatie- en organisatieontwerp,w1,C0.110,di,15
Gerritjan Joris,Informatie- en organisatieontwerp,p1,B0.201,ma,13
Gerritjan Joris,Informatie- en organisatieontwerp,h1,A1.10,di,13
Marssae Joseph,Lineaire Algebra,h2,C1.112,di,9
Marssae Joseph,Lineaire Algebra,h1,B0.201,do,15
Marssae Joseph,Software engineering,h1,A1.04,ma,13
Marssae Joseph,Software engineering,w1,B0.201,vr,13
Marssae Joseph,Software engineering,p1,B0.201,vr,11
Miko Kalpoe,Programmeren in Java 2,p1,A1.10,ma,9
Chrystel Kalshoven,Compilerbouw practicum,p1,A1.04,wo,13
Chrystel Kalshoven,Kansrekenen 2,h1,A1.08,do,11
Chrystel Kalshoven,Kansrekenen 2,h2,A1.04,vr,15
Chrystel Kalshoven,Lineaire Algebra,h2,C1.112,di,9
Chrystel Kalshoven,Lineaire Algebra,h1,B0.201,do,15
Chrystel Kalshoven,Netwerken en systeembeveiliging,p1,C0.110,vr,13
Chrystel Kalshoven,Programmeren in Java 2,p1,A1.10,ma,9
Yaro Kamp,Technology for games,h1,A1.06,ma,9
Yaro Kamp,Technology for games,h2,A1.04,di,11
Yaro Kamp,Technology for games,w1,A1.08,ma,11
Yaro Kamp,Webprogrammeren en databases,h1,C0.110,di,13
Yaro Kamp,Webprogrammeren en databases,h2,C1.112,vr,11
Yaro Kamp,Webprogrammeren en databases,w1,B0.201,ma,11
Yaro Kamp,Webprogrammeren en databases,p1,A1.10,do,9
Riana Kampers,Programmeren in Java 2,p1,B0.201,ma,9
Riana Kampers,Reflectie op de digitale cultuur,h1,A1.08,di,13
Riana Kampers,Reflectie op de digitale cultuur,h2,C0.110,di,11
Riana Kampers,Reflectie op de digitale cultuur,w1,A1.10,vr,11
Riana Kampers,Zoeken sturen en bewegen,p1,C1.112,wo,11
Juliette Kant,Databases 2,h1,C0.110,ma,15
Juliette Kant,Databases 2,w1,A1.10,di,11
Juliette Kant,Lineaire Algebra,h2,C1.112,di,9
Juliette Kant,Lineaire Algebra,h1,B0.201,do,15
Juliette Kant,Project Numerical Recipes,p1,A1.10,ma,15
Esme Karim,Kansrekenen 2,h1,A1.08,do,11
Esme Karim,Kansrekenen 2,h2,A1.04,vr,15
Esme Karim,Machine Learning,h1,A1.08,di,11
Esme Karim,Machine Learning,h2,C1.112,do,11
Esme Karim,Project Numerical Recipes,p1,C0.110,do,15
Esme Karim,Reflectie op de digitale cultuur,h1,A1.08,di,13
Esme Karim,Reflectie op de digitale cultuur,h2,C0.110,di,11
Esme Karim,Reflectie op de digitale cultuur,w1,A1.10,do,13
Devon Keijser,Interactie-ontwerp,h1,A1.04,di,13
Devon Keijser,Interactie-ontwerp,h2,A1.10,ma,11
Enya Kemps,Databases 2,h1,C0.110,ma,15
Enya Kemps,Databases 2,w1,A1.10,di,15
Ceciel Kentie,Moderne Databases,h1,A1.10,vr,13
Ceciel Kentie,Moderne Databases,w1,C0.110,wo,9
Ceciel Kentie,Moderne Databases,p1,A1.04,vr,11
Ceciel Kentie,Programmeren in Java 2,p1,A1.08,ma,15
Ceciel Kentie,Reflectie op de digitale cultuur,h1,A1.08,di,13
Ceciel Kentie,Reflectie op de digitale cultuur,h2,C0.110,di,11
Ceciel Kentie,Reflectie op de digitale cultuur,w1,A1.04,vr,9
Thys Kersten,Compilerbouw practicum,p1,A1.04,wo,13
Thys Kersten,Informatie- en organisatieontwerp,h2,A1.06,do,13
Thys Kersten,Informatie- en organisatieontwerp,w1,A1.06,wo,11
Thys Kersten,Informatie- en organisatieontwerp,p1,B0.201,ma,13
Thys Kersten,Informatie- en organisatieontwerp,h1,A1.10,di,13
Kimmy Kesteloo,Collectieve Intelligentie,h1,B0.201,do,13
Kimmy Kesteloo,Collectieve Intelligentie,h2,C1.112,do,15
Kimmy Kesteloo,Collectieve Intelligentie,h3,C0.110,vr,11
Kimmy Kesteloo,Collectieve Intelligentie,w1,A1.06,di,9
Kimmy Kesteloo,Collectieve Intelligentie,p1,C1.112,vr,13
Kimmy Kesteloo,Project Genetic Algorithms,p1,A1.06,do,15
Lysbeth Keuken,Compilerbouw,h1,A1.06,wo,13
Lysbeth Keuken,Compilerbouw,h2,A1.08,wo,11
Lysbeth Keuken,Compilerbouw,w1,B0.201,di,13
Lysbeth Keuken,Compilerbouw,p1,C0.110,ma,17
Lysbeth Keuken,Moderne Databases,h1,A1.10,vr,13
Lysbeth Keuken,Moderne Databases,w1,A1.08,di,15
Lysbeth Keuken,Moderne Databases,p1,C1.112,di,15
Lysbeth Keuken,Project Numerical Recipes,p1,A1.10,ma,15
Rahim Kienhuis,Compilerbouw practicum,p1,C1.112,vr,9
Rahim Kienhuis,Kansrekenen 2,h1,A1.08,do,11
Rahim Kienhuis,Kansrekenen 2,h2,A1.04,vr,15
Rahim Kienhuis,Programmeren in Java 2,p1,A1.10,ma,9
Sezen Kivits,Netwerken en systeembeveiliging,p1,C0.110,vr,13
Sezen Kivits,Zoeken sturen en bewegen,p1,C1.112,ma,13
Ylse Klarenbeek,Collectieve Intelligentie,h1,B0.201,do,13
Ylse Klarenbeek,Collectieve Intelligentie,h2,C1.112,do,15
Ylse Klarenbeek,Collectieve Intelligentie,h3,C0.110,vr,11
Ylse Klarenbeek,Collectieve Intelligentie,w1,C0.110,vr,9
Ylse Klarenbeek,Collectieve Intelligentie,p1,C1.112,di,11
Ylse Klarenbeek,Informatie- en organisatieontwerp,h2,A1.06,do,13
Ylse Klarenbeek,Informatie- en organisatieontwerp,w1,C0.110,di,15
Ylse Klarenbeek,Informatie- en organisatieontwerp,p1,A1.08,vr,11
Ylse Klarenbeek,Informatie- en organisatieontwerp,h1,A1.10,di,13
Ylse Klarenbeek,Programmeren in Java 2,p1,B0.201,ma,9
Adil Klop,Calculus 2,h1,C0.110,do,13
Adil Klop,Calculus 2,w1,C0.110,vr,15
Adil Klop,Heuristieken 2,h1,A1.04,wo,11
Adil Klop,Heuristieken 2,w1,B0.201,do,9
Adil Klop,Programmeren in Java 2,p1,A1.10,ma,9
Danique Knibbe,Analysemethoden en -technieken,h1,A1.10,wo,15
Danique Knibbe,Autonomous Agents 2,h1,B0.201,do,11
Danique Knibbe,Autonomous Agents 2,h2,A1.04,di,9
Danique Knibbe,Autonomous Agents 2,w1,A1.08,wo,9
Danique Knibbe,Autonomous Agents 2,p1,A1.04,ma,11
Danique Knibbe,Calculus 2,h1,C0.110,do,13
Danique Knibbe,Calculus 2,w1,C0.110,vr,15
Danique Knibbe,Heuristieken 2,h1,A1.04,wo,11
Danique Knibbe,Heuristieken 2,w1,B0.201,do,9
Danique Knibbe,Lineaire Algebra,h2,C1.112,di,9
Danique Knibbe,Lineaire Algebra,h1,B0.201,do,15
George Knuiman,Compilerbouw,h1,A1.06,wo,13
George Knuiman,Compilerbouw,h2,A1.08,wo,11
George Knuiman,Compilerbouw,w1,A1.06,di,15
George Knuiman,Compilerbouw,p1,A1.06,vr,13
Evelyn Koelemij,Calculus 2,h1,C0.110,do,13
Evelyn Koelemij,Calculus 2,w1,C1.112,wo,13
Evelyn Koelemij,Compilerbouw,h1,A1.06,wo,13
Evelyn Koelemij,Compilerbouw,h2,A1.08,wo,11
Evelyn Koelemij,Compilerbouw,w1,B0.201,di,13
Evelyn Koelemij,Compilerbouw,p1,C0.110,ma,17
Evelyn Koelemij,Kansrekenen 2,h1,A1.08,do,11
Evelyn Koelemij,Kansrekenen 2,h2,A1.04,vr,15
Djura Kol,Bioinformatica,h1,C0.110,ma,9
Djura Kol,Bioinformatica,h2,C1.112,di,13
Djura Kol,Bioinformatica,h3,A1.04,wo,15
Djura Kol,Bioinformatica,w1,C0.110,di,9
Djura Kol,Bioinformatica,p1,B0.201,di,11
Djura Kol,Moderne Databases,h1,A1.10,vr,13
Djura Kol,Moderne Databases,w1,A1.08,di,15
Djura Kol,Moderne Databases,p1,A1.04,vr,11
Djura Kol,Reflectie op de digitale cultuur,h1,A1.08,di,13
Djura Kol,Reflectie op de digitale cultuur,h2,C0.110,di,11
Djura Kol,Reflectie op de digitale cultuur,w1,A1.04,vr,9
Djura Kol,Technology for games,h1,A1.06,ma,9
Djura Kol,Technology for games,h2,A1.04,di,11
Djura Kol,Technology for games,w1,A1.10,wo,13
Matz Koning,Collectieve Intelligentie,h1,B0.201,do,13
Matz Koning,Collectieve Intelligentie,h2,C1.112,do,15
Matz Koning,Collectieve Intelligentie,h3,C0.110,vr,11
Matz Koning,Collectieve Intelligentie,w1,A1.06,ma,15
Matz Koning,Collectieve Intelligentie,p1,A1.08,do,15
Matz Koning,Software engineering,h1,A1.04,ma,13
Matz Koning,Software engineering,w1,B0.201,vr,13
Matz Koning,Software engineering,p1,A1.04,do,11
Nuriye Kooijmans,Advanced Heuristics,h1,C0.110,do,11
Nuriye Kooijmans,Advanced Heuristics,p1,A1.10,wo,9
Nuriye Kooijmans,Analysemethoden en -technieken,h1,A1.10,wo,15
Nuriye Kooijmans,Calculus 2,h1,C0.110,do,13
Nuriye Kooijmans,Calculus 2,w1,C0.110,ma,13
Nuriye Kooijmans,Heuristieken 1,h1,B0.201,wo,15
Nuriye Kooijmans,Heuristieken 1,w1,A1.08,vr,15
Nuriye Kooijmans,Moderne Databases,h1,A1.10,vr,13
Nuriye Kooijmans,Moderne Databases,w1,B0.201,ma,15
Nuriye Kooijmans,Moderne Databases,p1,C1.112,di,15
Thijn Kooyman,Calculus 2,h1,C0.110,do,13
Thijn Kooyman,Calculus 2,w1,C0.110,vr,15
Thijn Kooyman,Compilerbouw,h1,A1.06,wo,13
Thijn Kooyman,Compilerbouw,h2,A1.08,wo,11
Thijn Kooyman,Compilerbouw,w1,A1.06,di,15
Thijn Kooyman,Compilerbouw,p1,A1.06,vr,13
Yee Koppers,Calculus 2,h1,C0.110,do,13
Yee Koppers,Calculus 2,w1,C0.110,vr,15
Yee Koppers,Interactie-ontwerp,h1,A1.04,di,13
Yee Koppers,Interactie-ontwerp,h2,A1.10,ma,11
Eveline Kops,Compilerbouw practicum,p1,C1.112,vr,15
Titia Korbee,Collectieve Intelligentie,h1,B0.201,do,13
Titia Korbee,Collectieve Intelligentie,h2,C1.112,do,15
Titia Korbee,Collectieve Intelligentie,h3,C0.110,vr,11
Titia Korbee,Collectieve Intelligentie,w1,A1.06,di,9
Titia Korbee,Collectieve Intelligentie,p1,C0.110,wo,17
Titia Korbee,Compilerbouw,h1,A1.06,wo,13
Titia Korbee,Compilerbouw,h2,A1.08,wo,11
Titia Korbee,Compilerbouw,w1,A1.06,di,15
Titia Korbee,Compilerbouw,p1,A1.06,vr,13
Titia Korbee,Netwerken en systeembeveiliging,p1,A1.04,ma,15
Titia Korbee,Programmeren in Java 2,p1,A1.10,do,15
Titia Korbee,Project Numerical Recipes,p1,A1.10,ma,15
Djuri Korpershoek,Moderne Databases,h1,A1.10,vr,13
Djuri Korpershoek,Moderne Databases,w1,C0.110,wo,9
Djuri Korpershoek,Moderne Databases,p1,C1.112,di,15
Gineke Korte,Architectuur en computerorganisatie,h1,A1.06,wo,15
Gineke Korte,Architectuur en computerorganisatie,h2,A1.06,do,9
Sharen Kortlever,Analysemethoden en -technieken,h1,A1.10,wo,15
Sharen Kortlever,Databases 2,h1,C0.110,ma,15
Sharen Kortlever,Databases 2,w1,A1.10,di,11
Sharen Kortlever,Kansrekenen 2,h1,A1.08,do,11
Sharen Kortlever,Kansrekenen 2,h2,A1.04,vr,15
Remon Kost,Calculus 2,h1,C0.110,do,13
Remon Kost,Calculus 2,w1,C0.110,ma,13
Remon Kost,Data Mining,p1,C1.112,wo,9
Remon Kost,Data Mining,h1,C0.110,ma,11
Remon Kost,Data Mining,h2,C0.110,do,9
Remon Kost,Data Mining,w1,A1.08,di,9
Cherissa Koudijs,Lineaire Algebra,h2,C1.112,di,9
Cherissa Koudijs,Lineaire Algebra,h1,B0.201,do,15
Fynn Krabbe,Interactie-ontwerp,h1,A1.04,di,13
Fynn Krabbe,Interactie-ontwerp,h2,A1.10,ma,11
Fynn Krabbe,Netwerken en systeembeveiliging,p1,B0.201,wo,11
Nikie Kreijkes,Lineaire Algebra,h2,C1.112,di,9
Nikie Kreijkes,Lineaire Algebra,h1,B0.201,do,15
Do?ukan Krikke,Compilerbouw practicum,p1,A1.04,wo,13
Corry Kroonen,Bioinformatica,h1,C0.110,ma,9
Corry Kroonen,Bioinformatica,h2,C1.112,di,13
Corry Kroonen,Bioinformatica,h3,A1.04,wo,15
Corry Kroonen,Bioinformatica,w1,C0.110,di,9
Corry Kroonen,Bioinformatica,p1,B0.201,di,11
Corry Kroonen,Databases 2,h1,C0.110,ma,15
Corry Kroonen,Databases 2,w1,A1.10,di,11
Ngoc Kropman,Kansrekenen 2,h1,A1.08,do,11
Ngoc Kropman,Kansrekenen 2,h2,A1.04,vr,15
Vincent Kros,Collectieve Intelligentie,h1,B0.201,do,13
Vincent Kros,Collectieve Intelligentie,h2,C1.112,do,15
Vincent Kros,Collectieve Intelligentie,h3,C0.110,vr,11
Vincent Kros,Collectieve Intelligentie,w1,C0.110,vr,9
Vincent Kros,Collectieve Intelligentie,p1,C1.112,di,11
Resul Kuijpers,Autonomous Agents 2,h1,B0.201,do,11
Resul Kuijpers,Autonomous Agents 2,h2,A1.04,di,9
Resul Kuijpers,Autonomous Agents 2,w1,C1.112,wo,15
Resul Kuijpers,Autonomous Agents 2,p1,A1.04,ma,11
Resul Kuijpers,Bioinformatica,h1,C0.110,ma,9
Resul Kuijpers,Bioinformatica,h2,C1.112,di,13
Resul Kuijpers,Bioinformatica,h3,A1.04,wo,15
Resul Kuijpers,Bioinformatica,w1,A1.04,do,13
Resul Kuijpers,Bioinformatica,p1,C0.110,vr,17
Resul Kuijpers,Software engineering,h1,A1.04,ma,13
Resul Kuijpers,Software engineering,w1,A1.10,vr,15
Resul Kuijpers,Software engineering,p1,B0.201,vr,11
Machteld Kwantes,Heuristieken 1,h1,B0.201,wo,15
Machteld Kwantes,Heuristieken 1,w1,A1.06,ma,11
Esperanza Kwee,Kansrekenen 2,h1,A1.08,do,11
Esperanza Kwee,Kansrekenen 2,h2,A1.04,vr,15
Nadeem Lagendijk,Calculus 2,h1,C0.110,do,13
Nadeem Lagendijk,Calculus 2,w1,C1.112,wo,13
Nadeem Lagendijk,Kansrekenen 2,h1,A1.08,do,11
Nadeem Lagendijk,Kansrekenen 2,h2,A1.04,vr,15
Christianus Laman,Calculus 2,h1,C0.110,do,13
Christianus Laman,Calculus 2,w1,C1.112,wo,13
Christianus Laman,Compilerbouw practicum,p1,C1.112,vr,9
Christianus Laman,Webprogrammeren en databases,h1,C0.110,di,13
Christianus Laman,Webprogrammeren en databases,h2,C1.112,vr,11
Christianus Laman,Webprogrammeren en databases,w1,C0.110,wo,15
Christianus Laman,Webprogrammeren en databases,p1,A1.10,do,9
Mathyn Lamme,Heuristieken 1,h1,B0.201,wo,15
Mathyn Lamme,Heuristieken 1,w1,A1.06,ma,11
Mathyn Lamme,Heuristieken 2,h1,A1.04,wo,11
Mathyn Lamme,Heuristieken 2,w1,C1.112,ma,9
Buck Lantinga,Advanced Heuristics,h1,C0.110,do,11
Buck Lantinga,Advanced Heuristics,p1,C0.110,di,17
Buck Lantinga,Collectieve Intelligentie,h1,B0.201,do,13
Buck Lantinga,Collectieve Intelligentie,h2,C1.112,do,15
Buck Lantinga,Collectieve Intelligentie,h3,C0.110,vr,11
Buck Lantinga,Collectieve Intelligentie,w1,A1.06,ma,15
Buck Lantinga,Collectieve Intelligentie,p1,C1.112,di,11
Buck Lantinga,Interactie-ontwerp,h1,A1.04,di,13
Buck Lantinga,Interactie-ontwerp,h2,A1.10,ma,11
Buck Lantinga,Technology for games,h1,A1.06,ma,9
Buck Lantinga,Technology for games,h2,A1.04,di,11
Buck Lantinga,Technology for games,w1,A1.10,wo,13
Buck Lantinga,Zoeken sturen en bewegen,p1,B0.201,di,15
Hanan Lathouwers,Bioinformatica,h1,C0.110,ma,9
Hanan Lathouwers,Bioinformatica,h2,C1.112,di,13
Hanan Lathouwers,Bioinformatica,h3,A1.04,wo,15
Hanan Lathouwers,Bioinformatica,w1,A1.04,do,13
Hanan Lathouwers,Bioinformatica,p1,B0.201,wo,13
Hanan Lathouwers,Compilerbouw practicum,p1,C1.112,vr,15
Hanan Lathouwers,Project Numerical Recipes,p1,B0.201,wo,9
Hanan Lathouwers,Software engineering,h1,A1.04,ma,13
Hanan Lathouwers,Software engineering,w1,B0.201,vr,13
Hanan Lathouwers,Software engineering,p1,B0.201,vr,11
Mouna Lathouwers,Bioinformatica,h1,C0.110,ma,9
Mouna Lathouwers,Bioinformatica,h2,C1.112,di,13
Mouna Lathouwers,Bioinformatica,h3,A1.04,wo,15
Mouna Lathouwers,Bioinformatica,w1,A1.04,do,13
